BillingRate|Comment|CostRate|Date|Hours|ID|IsBillable|JobID|TaskID|UserID
100||75|2012-05-25|6|4_GkjeIV3KzZjFTJZ1o_Tbw2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|4L7d9-_eoPMx6qmGd0jImLA2
100||75|2012-05-25|2|4s37vPN9OWXYPDBR9AZ9ZVw2|false|4pXOeOt_ghqnZif1H7dUtVQ2|46v3MLel1CTGHD7u9odU5qw2|4L7d9-_eoPMx6qmGd0jImLA2
100||10|2012-06-17|1|4YZtWgbNjRgNuKobQqtKcVA2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-18|5|4Ge094go1yPwxrjiCrPpOsQ2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||60|2012-06-18|1|4bGEQOxdmjQflJrzqs5pYmA2|false|4-IInj-xjQdEvMX_vTujIeg2|46v3MLel1CTGHD7u9odU5qw2|463H4QFabijwkPUjrJCU8WA2
100||10|2012-06-18|1|4j-_DZfSdM_v1fxvZ3Vy0uw2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||75|2012-06-18|3|4L9uY_4fvBYEqx6ssikaF9w2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4L7d9-_eoPMx6qmGd0jImLA2
100||60|2012-06-18|1|4mB_h2NZ1BLQ-Ip2ChYobkg2|false|4pXOeOt_ghqnZif1H7dUtVQ2|46v3MLel1CTGHD7u9odU5qw2|463H4QFabijwkPUjrJCU8WA2
100||75|2012-06-19|5|44yfSHOIkb8Ery0WJjhQNrg2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|4L7d9-_eoPMx6qmGd0jImLA2
100||60|2012-06-19|1|4QD2oVTH2_Ox_Gpt709aTcw2|false|4-IInj-xjQdEvMX_vTujIeg2|46v3MLel1CTGHD7u9odU5qw2|463H4QFabijwkPUjrJCU8WA2
100||10|2012-06-19|2|4x6zxO0y6W-nYlTCdbzJRIQ2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-19|1|4nchXdzYeQhi-dy3r_0daTg2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-20|6|4IpPyCz2rwCxoExod1qwyRw2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-20|4|4g0P88R3yt5nLPXJzegKw2w2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-20|4|4Ih3cgT2uZb6GFotzqhT3dw2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-20|1|4VSu3TwE9_uitjq3FDTNZFA2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||75|2012-06-21|4|4vajtFYnvIdtPkoMCknycbQ2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|4L7d9-_eoPMx6qmGd0jImLA2
100||10|2012-06-21|1|4lTwUhbqzHmDhUJhexJj1rg2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-22|1|46989MK2Ca6y5Hbd5EUnY9Q2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-23|1|4P0UzlUafcdosmnSh4lJMxQ2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-28|2|4u8xOfY314oCJ2z4S2VE9Nw2|false|4rEQOUAJu8tAMt7vrNJrVxA2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-29|2.5|4wUZHd1l2bQzDAfgHscMdFw2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-29|1.25|41--I2wIdKqtyGeJjS2uyYg2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-29|2|4rwiilG0lfyrqATmj6vK-qQ2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-06-29|3|4lSMrxbv4fkefbVuaGjegzg2|false|4rEQOUAJu8tAMt7vrNJrVxA2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||75|2012-07-11|1.5|4b-9_hDj6TYYWkWzDXeNpBA2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4L7d9-_eoPMx6qmGd0jImLA2
100||10|2012-07-23|3|4asncZrL55b08IzW67X_tJQ2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-07-23|3|4N7c34JEC5f9C_02ZgEKgcg2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-07-25|4|482ecHhWzhoNYaXpOYKkDMg2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4loX0hNU8dKi9_KPuMlfOzQ2
100||10|2012-07-29|2|4u0pc1DrT4o2aesXBXVRfcg2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-07-30|3|4bpec4uPA51MTsZ4NoMRAmw2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-07-30|3|4Urlej4Q7iV03bmCF6vcEog2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-07-30|3|43f5ZOXaLq-6oh8xPSENOug2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-07-30|3|4ZlDainjV9KuE-D7OVhLmZg2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-02|2|4NNVagmve6jyJLmKdP9nttg2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-02|0.5|4pwWX7dQ-aVPiXGLZm8S7ZQ2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-02|0.5|48qSNNQq-Ayfi-CTTPitg4g2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-02|0.5|4TOMJ1HHWr25WP2u2_tDtkw2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-02|0.5|4JBc5ucQiDM36Hloou6FHxQ2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-06|1|4oRu3ryPbTciJaHRSwigYCQ2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-06|0.5|4PQMq3PR_GoIN4mYyN9k4cQ2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-06|2|4nI3Eh-LkLIBjbN6q7LkdBA2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-06|5|4HQHLsVvRDBxER5AoStSl5g2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-06|1|4GYF0rr6wcYrI5RwzfOp_wg2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-06|3|4IRqENpnOSVUayV4p_nJnew2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-06|1|4DDg5jXgDjLRam0KZ5QmStg2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-06|4|4yu4SYz675_Bo6tR0hTYDfA2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4loX0hNU8dKi9_KPuMlfOzQ2
100||75|2012-08-06|5|4drL_N7S5UEe1YCabj-AFHQ2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4L7d9-_eoPMx6qmGd0jImLA2
100||10|2012-08-07|4|4rzvyXtPh4qNhapTjgHsCxg2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4loX0hNU8dKi9_KPuMlfOzQ2
100||75|2012-08-07|5|4pKXFBUW9eB0-B15K8Tx8bQ2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4L7d9-_eoPMx6qmGd0jImLA2
100||10|2012-08-08|1|44ctQgParoCpnonuAZw_78A2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-08|4|4LnQr-3UUwh9VDZeVtUWQiw2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4loX0hNU8dKi9_KPuMlfOzQ2
100||75|2012-08-08|5|4STXD2gOCzc845HfPIlRtGg2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4L7d9-_eoPMx6qmGd0jImLA2
100|testing for rest API call|10|2012-08-09|2|4u1XFFOoWGFmGf9cMDujUjw2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-09|0.25|4u-9-2hOjh4TIHEP7XaVCGQ2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-09|0.25|4y_iANrMOlxzt7KzukrmKGQ2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-09|4|47wLR1DaSCgNHUikNeljH-g2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4loX0hNU8dKi9_KPuMlfOzQ2
100||75|2012-08-09|5|4FuiEN0CoxZpsTqFQxH0d5w2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4L7d9-_eoPMx6qmGd0jImLA2
100||10|2012-08-10|4|4isE0WgQeZyOWs-e_IY5hKw2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4loX0hNU8dKi9_KPuMlfOzQ2
100||75|2012-08-10|5|464GMeKMSbupHygYT-b7sig2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4L7d9-_eoPMx6qmGd0jImLA2
100||10|2012-08-14|2|4xNl0o7LbARBfaxIvAXHYkw2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-14|3|4JHiGtXsu5s7X0ecFjPc8kQ2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-15|1|4R2eENKem0LozuP-PV2wkyw2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-17|1|4jLXgbCwVOi4g7XG9tIPBTg2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-17|1|4tDIOfaQzV18HHFGshX_dqw2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-17|1|4o9Yn2aOkE8Gq0H7QvpMNiQ2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-20|2|48eY-gb2VPfJLybnpSq8NEQ2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-28|1|4-SkYHXhbfKpyN7x4ipOCFg2|false|4SXn1bX3GOxhk4wrzmJQb9A2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-08-28|3|43NvaF1nIP1VJq29cDfftNQ2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100|Hello sdfkj fie|10|2012-08-29|0.5|4wE81VW225QxCzlDIVt0A5A2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-09-01|2|4Xc3SZPcG199wb1A7CAeeuQ2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|4loX0hNU8dKi9_KPuMlfOzQ2
100||10|2012-09-04|1|4TlwIZ32LRcZsTnKSj2bNOQ2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-09-04|1|4rwYRzMg9ikaxqfkADYg0gA2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-09-04|2|4yUThNkp2NXcMZe_CzhZ2FA2|false|4pXOeOt_ghqnZif1H7dUtVQ2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-09-10|2|4dKfXJsHi6XEj9xzoklI4Bw2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-09-12|2|4ZIEdwoO0ri5L5AOsY1qM5w2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100|Hello|10|2012-09-26|4|4NhvH06VE7xQ8wypijkLU9A2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-10-01|2|49ZXMfUXEzrrkt7IpDwr1pQ2|false|4rEQOUAJu8tAMt7vrNJrVxA2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||75|2012-10-02|4|4s7NJJyvaaQiRWycMBNksAA2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4lTktShFbfMlEmkuWntQotQ2|4L7d9-_eoPMx6qmGd0jImLA2
100||10|2012-10-08|2|4EDPQX3jRMIV48xDRPMbavA2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4lTktShFbfMlEmkuWntQotQ2|40mrW5kk192oFWlHNMOmOLg2
100|note for testing|10|2012-10-09|2|4YrFp_D851aGLOR4ASDPMwg2|false|4rEQOUAJu8tAMt7vrNJrVxA2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-10-10|8|4fGhmqx6ToCytWWWwJebiag2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4lTktShFbfMlEmkuWntQotQ2|40mrW5kk192oFWlHNMOmOLg2
100|sadfsdfsfasdfwerwerawasdf asdfj sdfljarel sdnwerl aserlwner erljawer sadferljawer lekrjlew lanfww elkjf welfjw lawfj  kwfj lawe lkw rlejwr lwaejr lwe rlasd|10|2012-10-19|0.25|42mvDslLC0PGYewEYz0Qz5Q2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-10-19|0.25|4vDXYvzOetK84dZxQvoCKxQ2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-10-23|2|4M-6NX-h4h15nqcOAWin85Q2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-10-28|2|4EcpFPBnlR44kX8jxp1tXRw2|false|4SXn1bX3GOxhk4wrzmJQb9A2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-10-28|4|4pGFuXZyNERVIfleM_Gjzzw2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4lTktShFbfMlEmkuWntQotQ2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-10-29|2|4Y9vkeVRa4wLQPz6Cm10l6Q2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-10-30|1|4UsBw9igZM2XbF0ltnGA3uQ2|false|4-IInj-xjQdEvMX_vTujIeg2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-05|4|4QyyvczQPeRpQea4zFAAMsQ2|false|4-IInj-xjQdEvMX_vTujIeg2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-06|2|4yD6i2YnF3wBRi9vdAlqxMw2|false|4-IInj-xjQdEvMX_vTujIeg2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-07|0.25|4gRXyS13UZEEcC9xDwQUNqQ2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-07|0.25|4tflODQivw9BPOtY9CHlJqA2|false|4rEQOUAJu8tAMt7vrNJrVxA2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-11|2|4e1VkHOfvnTcA6VAHTLigZw2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-11|2|4Z4Bj45_01haZMegLXFecHQ2|false|4rEQOUAJu8tAMt7vrNJrVxA2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-12|3|4khP6v0z417lf0M58x7ud5g2|false|4rEQOUAJu8tAMt7vrNJrVxA2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-13|2|4K-mhNLM0w_vG_0PmJTpEKg2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-13|1|4L0B4BLVvFYCHZ3cscjrH_g2|false|4rEQOUAJu8tAMt7vrNJrVxA2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-14|4|4BmUcgPxSaRqtVgpZyXeBtA2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-14|4|4TziWuqn8U01iwBywHbytcg2|false|4rEQOUAJu8tAMt7vrNJrVxA2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-15|2|4esoRiOFaCrFQlOP2N_TtoA2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-15|2|4u6Zl_ZtW22ZhNUadTMRirw2|false|4rEQOUAJu8tAMt7vrNJrVxA2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-19|1|4EE8dUkiQe4JiJjx3gT5Sgw2|false|4rEQOUAJu8tAMt7vrNJrVxA2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-19|0.25|4VFUUjsVDfIqSLCh7fHE-Kw2|false|4rEQOUAJu8tAMt7vrNJrVxA2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-22|2|4CKduVHTz5fmBMj-59nVb-Q2|false|4rEQOUAJu8tAMt7vrNJrVxA2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-23|7|499EJRIX5YAikC-kBy10biQ2|false|4pXOeOt_ghqnZif1H7dUtVQ2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-26|1|4l9MrLgeNybMvmYJe8qVtlw2|false|4SXn1bX3GOxhk4wrzmJQb9A2|4WlrYJgAMQvz1lXLgu6gcGg2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-26|3|4gjMVSwsRbq6HBmCTOBZCGQ2|false|4rEQOUAJu8tAMt7vrNJrVxA2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
100||10|2012-11-27|3|4GTvM_q9cxkQAgj7kFMZcrA2|false|4rEQOUAJu8tAMt7vrNJrVxA2|46v3MLel1CTGHD7u9odU5qw2|40mrW5kk192oFWlHNMOmOLg2
